,order_id,product_id_ord,order_amount,day_of_week,quality_assessment,region,number_product
54294,54295,6,312.3670604397639,0,6,Novosibirsk region,2
54295,54296,8,1036.4985586856592,0,3,Moscow,8
54296,54297,59,1113.7181271920028,0,1,Moscow region,1
54297,54298,38,11061.179429889095,1,9,Leningrad region,3
54298,54299,55,357.57227259671777,0,2,Sverdlovsk region,7
54299,54300,84,228.79879303505825,0,5,Novosibirsk region,8
54300,54301,89,2916.673528383257,0,6,Moscow,3
54301,54302,86,103.47277643616286,0,1,Moscow region,9
54302,54303,84,228.79879303505825,0,4,Leningrad region,1
54303,54304,51,2626.6788336699783,0,6,Sverdlovsk region,5
54304,54305,86,103.47277643616286,0,5,Novosibirsk region,1
54305,54306,17,1507.195900611043,0,2,Moscow,10
54306,54307,79,1324.6617418168785,0,2,Moscow region,9
54307,54308,49,1079.8649953162285,0,1,Leningrad region,6
54308,54309,23,1359.1018453504219,0,2,Sverdlovsk region,10
54309,54310,37,1253.1144914416623,0,5,Novosibirsk region,1
54310,54311,7,4844.7768573382355,1,6,Moscow,3
54311,54312,69,1180.2669251895509,0,1,Moscow region,2
54312,54313,54,131.76052473491197,0,3,Leningrad region,12
54313,54314,54,131.76052473491197,0,1,Sverdlovsk region,6
54314,54315,86,103.47277643616286,0,1,Novosibirsk region,13
54315,54316,53,20608.7700299446,1,10,Moscow,3
54316,54317,56,2852.9518771096864,0,2,Moscow region,10
54317,54318,36,260.2967766012207,0,5,Leningrad region,4
54318,54319,71,12846.124526546275,1,10,Sverdlovsk region,9
54319,54320,12,2679.543413943801,0,3,Novosibirsk region,9
54320,54321,53,20608.7700299446,1,5,Moscow,4
54321,54322,80,2841.394938277023,0,5,Moscow region,2
54322,54323,12,2679.543413943801,0,1,Leningrad region,11
54323,54324,22,8658.54681068168,1,9,Sverdlovsk region,4
54324,54325,14,1056.0474726593802,0,4,Novosibirsk region,8
54325,54326,85,5357.659968395543,1,6,Moscow,2
54326,54327,82,1729.5199502744192,0,3,Moscow region,8
54327,54328,11,166.04204426548068,0,1,Leningrad region,13
54328,54329,3,1259.5067823665365,0,1,Sverdlovsk region,1
54329,54330,85,5357.659968395543,1,5,Novosibirsk region,11
54330,54331,23,1359.1018453504219,0,1,Moscow,14
54331,54332,73,604.0496269970082,0,1,Moscow region,3
54332,54333,85,5357.659968395543,1,3,Leningrad region,4
54333,54334,52,2884.931130543534,0,4,Sverdlovsk region,6
54334,54335,99,1017.402259832958,0,6,Novosibirsk region,6
54335,54336,32,1664.396055731571,0,4,Moscow,12
54336,54337,20,868.5765842056575,0,2,Moscow region,5
54337,54338,92,837.3007368437757,0,5,Leningrad region,5
54338,54339,2,3351.826048509307,0,4,Sverdlovsk region,11
54339,54340,91,2377.0415503557633,0,1,Novosibirsk region,7
54340,54341,95,10055.732465470695,1,5,Moscow,1
54341,54342,80,2841.394938277023,0,5,Moscow region,13
54342,54343,69,1180.2669251895509,0,4,Leningrad region,6
54343,54344,23,1359.1018453504219,0,3,Sverdlovsk region,14
54344,54345,25,8267.099390506328,1,9,Novosibirsk region,7
54345,54346,38,11061.179429889095,1,8,Moscow,5
54346,54347,62,11932.268584253756,1,7,Moscow region,14
54347,54348,85,5357.659968395543,1,10,Leningrad region,1
54348,54349,38,11061.179429889095,1,8,Sverdlovsk region,13
54349,54350,8,1036.4985586856592,0,3,Novosibirsk region,14
54350,54351,85,5357.659968395543,1,4,Moscow,14
54351,54352,99,1017.402259832958,0,3,Moscow region,14
54352,54353,91,2377.0415503557633,0,4,Leningrad region,12
54353,54354,7,4844.7768573382355,1,7,Sverdlovsk region,9
54354,54355,40,16862.020253670034,1,6,Novosibirsk region,14
54355,54356,95,10055.732465470695,1,6,Moscow,13
54356,54357,58,8681.774695722743,1,4,Moscow region,12
54357,54358,42,271.9352393966777,0,4,Leningrad region,10
54358,54359,33,4806.03792245232,1,8,Sverdlovsk region,4
54359,54360,49,1079.8649953162285,0,6,Novosibirsk region,13
54360,54361,37,1253.1144914416623,0,2,Moscow,1
54361,54362,96,2936.6833128395147,0,4,Moscow region,9
54362,54363,4,289.23800825574665,0,2,Leningrad region,7
54363,54364,56,2852.9518771096864,0,4,Sverdlovsk region,11
54364,54365,46,6284.403882827816,1,4,Novosibirsk region,4
54365,54366,55,357.57227259671777,0,5,Moscow,2
54366,54367,95,10055.732465470695,1,5,Moscow region,11
54367,54368,76,3479.8189685617717,0,4,Leningrad region,8
54368,54369,65,201.01729424773487,0,6,Sverdlovsk region,5
54369,54370,50,7574.6620600965925,1,5,Novosibirsk region,6
54370,54371,25,8267.099390506328,1,10,Moscow,4
54371,54372,6,312.3670604397639,0,3,Moscow region,9
54372,54373,66,1510.729934348859,0,4,Leningrad region,5
54373,54374,21,116.635777911937,0,1,Sverdlovsk region,8
54374,54375,92,837.3007368437757,0,5,Novosibirsk region,6
54375,54376,87,3288.7307590781784,0,6,Moscow,14
54376,54377,9,4944.032213587976,1,6,Moscow region,12
54377,54378,50,7574.6620600965925,1,5,Leningrad region,2
54378,54379,48,1283.356059749658,0,2,Sverdlovsk region,9
54379,54380,20,868.5765842056575,0,2,Novosibirsk region,13
54380,54381,3,1259.5067823665365,0,1,Moscow,1
54381,54382,35,1123.91035220221,0,2,Moscow region,7
54382,54383,12,2679.543413943801,0,1,Leningrad region,8
54383,54384,11,166.04204426548068,0,3,Sverdlovsk region,4
54384,54385,3,1259.5067823665365,0,6,Novosibirsk region,9
54385,54386,40,16862.020253670034,1,5,Moscow,3
54386,54387,23,1359.1018453504219,0,2,Moscow region,3
54387,54388,93,5311.341568789805,1,10,Leningrad region,10
54388,54389,64,8203.568153534587,1,6,Sverdlovsk region,1
54389,54390,17,1507.195900611043,0,2,Novosibirsk region,5
54390,54391,20,868.5765842056575,0,5,Moscow,9
54391,54392,57,1250.7300733236812,0,2,Moscow region,7
54392,54393,13,3820.9618394109816,1,3,Leningrad region,9
54393,54394,80,2841.394938277023,0,5,Sverdlovsk region,8
54394,54395,82,1729.5199502744192,0,1,Novosibirsk region,6
54395,54396,20,868.5765842056575,0,6,Moscow,5
54396,54397,58,8681.774695722743,1,9,Moscow region,3
54397,54398,62,11932.268584253756,1,3,Leningrad region,13
54398,54399,3,1259.5067823665365,0,2,Sverdlovsk region,1
54399,54400,50,7574.6620600965925,1,5,Novosibirsk region,12
54400,54401,9,4944.032213587976,1,9,Moscow,3
54401,54402,81,815.9342807184619,0,2,Moscow region,7
54402,54403,91,2377.0415503557633,0,6,Leningrad region,3
54403,54404,45,4712.86138473949,1,6,Sverdlovsk region,10
54404,54405,46,6284.403882827816,1,8,Novosibirsk region,14
54405,54406,62,11932.268584253756,1,8,Moscow,7
54406,54407,60,3209.275411902527,0,2,Moscow region,4
54407,54408,4,289.23800825574665,0,1,Leningrad region,12
54408,54409,6,312.3670604397639,0,4,Sverdlovsk region,12
54409,54410,69,1180.2669251895509,0,1,Novosibirsk region,2
54410,54411,43,4529.601785201896,1,7,Moscow,10
54411,54412,52,2884.931130543534,0,3,Moscow region,5
54412,54413,15,299.79442682160163,0,6,Leningrad region,11
54413,54414,90,4111.041882085058,1,5,Sverdlovsk region,2
54414,54415,1,3440.1265150597756,0,1,Novosibirsk region,11
54415,54416,20,868.5765842056575,0,4,Moscow,14
54416,54417,27,995.4748195382215,0,1,Moscow region,4
54417,54418,68,671.4580874340995,0,2,Leningrad region,11
54418,54419,30,3098.325990666074,0,1,Sverdlovsk region,9
54419,54420,52,2884.931130543534,0,3,Novosibirsk region,4
54420,54421,9,4944.032213587976,1,9,Moscow,5
54421,54422,68,671.4580874340995,0,5,Moscow region,12
54422,54423,13,3820.9618394109816,1,5,Leningrad region,6
54423,54424,18,9425.1432212045,1,5,Sverdlovsk region,1
54424,54425,76,3479.8189685617717,0,3,Novosibirsk region,5
54425,54426,66,1510.729934348859,0,5,Moscow,8
54426,54427,53,20608.7700299446,1,8,Moscow region,12
54427,54428,19,3064.0454424424356,0,6,Leningrad region,2
54428,54429,55,357.57227259671777,0,3,Sverdlovsk region,5
54429,54430,3,1259.5067823665365,0,2,Novosibirsk region,4
54430,54431,11,166.04204426548068,0,2,Moscow,4
54431,54432,42,271.9352393966777,0,6,Moscow region,5
54432,54433,40,16862.020253670034,1,4,Leningrad region,8
54433,54434,30,3098.325990666074,0,5,Sverdlovsk region,13
54434,54435,62,11932.268584253756,1,5,Novosibirsk region,8
54435,54436,2,3351.826048509307,0,1,Moscow,3
54436,54437,54,131.76052473491197,0,1,Moscow region,2
54437,54438,38,11061.179429889095,1,8,Leningrad region,4
54438,54439,34,1835.1835368623247,0,6,Sverdlovsk region,10
54439,54440,91,2377.0415503557633,0,1,Novosibirsk region,7
54440,54441,66,1510.729934348859,0,6,Moscow,13
54441,54442,14,1056.0474726593802,0,1,Moscow region,2
54442,54443,36,260.2967766012207,0,4,Leningrad region,6
54443,54444,61,347.3315263615517,0,2,Sverdlovsk region,12
54444,54445,79,1324.6617418168785,0,3,Novosibirsk region,5
54445,54446,20,868.5765842056575,0,4,Moscow,12
54446,54447,57,1250.7300733236812,0,1,Moscow region,8
54447,54448,43,4529.601785201896,1,4,Leningrad region,6
54448,54449,53,20608.7700299446,1,4,Sverdlovsk region,8
54449,54450,52,2884.931130543534,0,5,Novosibirsk region,6
54450,54451,43,4529.601785201896,1,7,Moscow,6
54451,54452,47,1582.5156202485107,0,3,Moscow region,4
54452,54453,97,8363.97247601507,1,3,Leningrad region,5
54453,54454,50,7574.6620600965925,1,9,Sverdlovsk region,11
54454,54455,92,837.3007368437757,0,4,Novosibirsk region,10
54455,54456,41,956.7395900644001,0,1,Moscow,2
54456,54457,44,5984.022234825102,1,5,Moscow region,2
54457,54458,85,5357.659968395543,1,5,Leningrad region,12
54458,54459,80,2841.394938277023,0,4,Sverdlovsk region,4
54459,54460,67,30.19304199674977,0,3,Novosibirsk region,11
54460,54461,19,3064.0454424424356,0,5,Moscow,1
54461,54462,69,1180.2669251895509,0,4,Moscow region,1
54462,54463,28,1202.0860092482405,0,5,Leningrad region,14
54463,54464,18,9425.1432212045,1,8,Sverdlovsk region,9
54464,54465,65,201.01729424773487,0,6,Novosibirsk region,9
54465,54466,6,312.3670604397639,0,2,Moscow,13
54466,54467,88,94.27268159286189,0,3,Moscow region,2
54467,54468,54,131.76052473491197,0,2,Leningrad region,11
54468,54469,76,3479.8189685617717,0,6,Sverdlovsk region,8
54469,54470,21,116.635777911937,0,4,Novosibirsk region,11
54470,54471,17,1507.195900611043,0,1,Moscow,3
54471,54472,70,5898.278813520219,1,7,Moscow region,9
54472,54473,42,271.9352393966777,0,6,Leningrad region,6
54473,54474,90,4111.041882085058,1,5,Sverdlovsk region,12
54474,54475,83,225.93281829143814,0,3,Novosibirsk region,7
54475,54476,41,956.7395900644001,0,3,Moscow,14
54476,54477,3,1259.5067823665365,0,1,Moscow region,6
54477,54478,3,1259.5067823665365,0,5,Leningrad region,4
54478,54479,84,228.79879303505825,0,6,Sverdlovsk region,1
54479,54480,91,2377.0415503557633,0,2,Novosibirsk region,12
54480,54481,4,289.23800825574665,0,6,Moscow,7
54481,54482,60,3209.275411902527,0,6,Moscow region,12
54482,54483,80,2841.394938277023,0,2,Leningrad region,6
54483,54484,89,2916.673528383257,0,5,Sverdlovsk region,3
54484,54485,18,9425.1432212045,1,4,Novosibirsk region,7
54485,54486,51,2626.6788336699783,0,3,Moscow,2
54486,54487,67,30.19304199674977,0,3,Moscow region,12
54487,54488,55,357.57227259671777,0,2,Leningrad region,2
54488,54489,19,3064.0454424424356,0,2,Sverdlovsk region,14
54489,54490,75,620.7347474720593,0,4,Novosibirsk region,4
54490,54491,13,3820.9618394109816,1,10,Moscow,1
54491,54492,70,5898.278813520219,1,10,Moscow region,3
54492,54493,92,837.3007368437757,0,6,Leningrad region,9
54493,54494,54,131.76052473491197,0,1,Sverdlovsk region,2
54494,54495,87,3288.7307590781784,0,4,Novosibirsk region,10
54495,54496,19,3064.0454424424356,0,3,Moscow,4
54496,54497,22,8658.54681068168,1,8,Moscow region,10
54497,54498,98,796.1216275524662,0,3,Leningrad region,4
54498,54499,7,4844.7768573382355,1,7,Sverdlovsk region,11
54499,54500,59,1113.7181271920028,0,6,Novosibirsk region,10
54500,54501,57,1250.7300733236812,0,1,Moscow,13
54501,54502,93,5311.341568789805,1,3,Moscow region,1
54502,54503,75,620.7347474720593,0,2,Leningrad region,5
54503,54504,71,12846.124526546275,1,6,Sverdlovsk region,13
54504,54505,87,3288.7307590781784,0,5,Novosibirsk region,11
54505,54506,60,3209.275411902527,0,5,Moscow,7
54506,54507,99,1017.402259832958,0,6,Moscow region,4
54507,54508,83,225.93281829143814,0,2,Leningrad region,5
54508,54509,69,1180.2669251895509,0,3,Sverdlovsk region,10
54509,54510,23,1359.1018453504219,0,5,Novosibirsk region,9
54510,54511,31,683.0752997378595,0,5,Moscow,9
54511,54512,56,2852.9518771096864,0,1,Moscow region,2
54512,54513,4,289.23800825574665,0,1,Leningrad region,12
54513,54514,32,1664.396055731571,0,4,Sverdlovsk region,2
54514,54515,15,299.79442682160163,0,3,Novosibirsk region,1
54515,54516,50,7574.6620600965925,1,4,Moscow,4
54516,54517,61,347.3315263615517,0,1,Moscow region,7
54517,54518,85,5357.659968395543,1,3,Leningrad region,7
54518,54519,69,1180.2669251895509,0,4,Sverdlovsk region,13
54519,54520,67,30.19304199674977,0,1,Novosibirsk region,3
54520,54521,89,2916.673528383257,0,2,Moscow,14
54521,54522,94,497.7333279441067,0,1,Moscow region,5
54522,54523,52,2884.931130543534,0,6,Leningrad region,9
54523,54524,70,5898.278813520219,1,9,Sverdlovsk region,13
54524,54525,47,1582.5156202485107,0,5,Novosibirsk region,11
54525,54526,12,2679.543413943801,0,5,Moscow,5
54526,54527,78,428.5518808724182,0,4,Moscow region,14
54527,54528,4,289.23800825574665,0,3,Leningrad region,12
54528,54529,40,16862.020253670034,1,10,Sverdlovsk region,5
54529,54530,32,1664.396055731571,0,1,Novosibirsk region,4
54530,54531,93,5311.341568789805,1,3,Moscow,13
54531,54532,19,3064.0454424424356,0,2,Moscow region,2
54532,54533,63,301.48130882130977,0,1,Leningrad region,7
54533,54534,59,1113.7181271920028,0,2,Sverdlovsk region,5
54534,54535,75,620.7347474720593,0,2,Novosibirsk region,1
54535,54536,39,1632.4448660204691,0,3,Moscow,9
54536,54537,18,9425.1432212045,1,5,Moscow region,7
54537,54538,81,815.9342807184619,0,4,Leningrad region,10
54538,54539,18,9425.1432212045,1,6,Sverdlovsk region,12
54539,54540,55,357.57227259671777,0,1,Novosibirsk region,3
54540,54541,47,1582.5156202485107,0,1,Moscow,2
54541,54542,67,30.19304199674977,0,1,Moscow region,3
54542,54543,6,312.3670604397639,0,2,Leningrad region,9
54543,54544,60,3209.275411902527,0,5,Sverdlovsk region,7
54544,54545,95,10055.732465470695,1,3,Novosibirsk region,1
54545,54546,56,2852.9518771096864,0,6,Moscow,13
54546,54547,2,3351.826048509307,0,5,Moscow region,5
54547,54548,22,8658.54681068168,1,6,Leningrad region,7
54548,54549,54,131.76052473491197,0,2,Sverdlovsk region,4
54549,54550,75,620.7347474720593,0,5,Novosibirsk region,4
54550,54551,95,10055.732465470695,1,6,Moscow,4
54551,54552,12,2679.543413943801,0,6,Moscow region,5
54552,54553,78,428.5518808724182,0,6,Leningrad region,2
54553,54554,45,4712.86138473949,1,9,Sverdlovsk region,4
54554,54555,21,116.635777911937,0,2,Novosibirsk region,2
54555,54556,99,1017.402259832958,0,3,Moscow,9
54556,54557,66,1510.729934348859,0,1,Moscow region,2
54557,54558,94,497.7333279441067,0,1,Leningrad region,10
54558,54559,10,930.2902909719237,0,6,Sverdlovsk region,4
54559,54560,47,1582.5156202485107,0,4,Novosibirsk region,13
54560,54561,68,671.4580874340995,0,5,Moscow,11
54561,54562,2,3351.826048509307,0,5,Moscow region,10
54562,54563,38,11061.179429889095,1,8,Leningrad region,14
54563,54564,6,312.3670604397639,0,3,Sverdlovsk region,5
54564,54565,19,3064.0454424424356,0,4,Novosibirsk region,4
54565,54566,13,3820.9618394109816,1,6,Moscow,2
54566,54567,21,116.635777911937,0,2,Moscow region,9
54567,54568,63,301.48130882130977,0,4,Leningrad region,3
54568,54569,97,8363.97247601507,1,3,Sverdlovsk region,3
54569,54570,16,5771.883307906414,1,5,Novosibirsk region,14
54570,54571,58,8681.774695722743,1,6,Moscow,12
54571,54572,11,166.04204426548068,0,3,Moscow region,7
54572,54573,52,2884.931130543534,0,5,Leningrad region,4
54573,54574,39,1632.4448660204691,0,5,Sverdlovsk region,10
54574,54575,9,4944.032213587976,1,9,Novosibirsk region,6
54575,54576,21,116.635777911937,0,1,Moscow,7
54576,54577,88,94.27268159286189,0,4,Moscow region,5
54577,54578,2,3351.826048509307,0,6,Leningrad region,6
54578,54579,67,30.19304199674977,0,5,Sverdlovsk region,6
54579,54580,64,8203.568153534587,1,5,Novosibirsk region,3
54580,54581,75,620.7347474720593,0,6,Moscow,4
54581,54582,86,103.47277643616286,0,1,Moscow region,12
54582,54583,41,956.7395900644001,0,2,Leningrad region,10
54583,54584,46,6284.403882827816,1,8,Sverdlovsk region,11
54584,54585,75,620.7347474720593,0,2,Novosibirsk region,7
54585,54586,35,1123.91035220221,0,2,Moscow,11
54586,54587,30,3098.325990666074,0,3,Moscow region,7
54587,54588,19,3064.0454424424356,0,3,Leningrad region,8
54588,54589,92,837.3007368437757,0,6,Sverdlovsk region,9
54589,54590,28,1202.0860092482405,0,6,Novosibirsk region,14
54590,54591,68,671.4580874340995,0,5,Moscow,7
54591,54592,1,3440.1265150597756,0,2,Moscow region,5
54592,54593,23,1359.1018453504219,0,4,Leningrad region,8
54593,54594,68,671.4580874340995,0,3,Sverdlovsk region,1
54594,54595,34,1835.1835368623247,0,2,Novosibirsk region,12
54595,54596,21,116.635777911937,0,2,Moscow,7
54596,54597,43,4529.601785201896,1,3,Moscow region,6
54597,54598,91,2377.0415503557633,0,6,Leningrad region,3
54598,54599,24,11057.415949130127,1,10,Sverdlovsk region,2
54599,54600,58,8681.774695722743,1,10,Novosibirsk region,3
54600,54601,53,20608.7700299446,1,4,Moscow,8
54601,54602,25,8267.099390506328,1,3,Moscow region,7
54602,54603,65,201.01729424773487,0,4,Leningrad region,6
54603,54604,27,995.4748195382215,0,4,Sverdlovsk region,14
54604,54605,95,10055.732465470695,1,8,Novosibirsk region,13
54605,54606,41,956.7395900644001,0,4,Moscow,7
54606,54607,85,5357.659968395543,1,4,Moscow region,7
54607,54608,61,347.3315263615517,0,2,Leningrad region,8
54608,54609,70,5898.278813520219,1,9,Sverdlovsk region,4
54609,54610,5,635.7663952132939,0,5,Novosibirsk region,13
54610,54611,19,3064.0454424424356,0,2,Moscow,3
54611,54612,49,1079.8649953162285,0,3,Moscow region,11
54612,54613,62,11932.268584253756,1,5,Leningrad region,14
54613,54614,15,299.79442682160163,0,3,Sverdlovsk region,5
54614,54615,11,166.04204426548068,0,4,Novosibirsk region,6
54615,54616,20,868.5765842056575,0,6,Moscow,3
54616,54617,97,8363.97247601507,1,3,Moscow region,5
54617,54618,44,5984.022234825102,1,9,Leningrad region,2
54618,54619,18,9425.1432212045,1,8,Sverdlovsk region,12
54619,54620,90,4111.041882085058,1,5,Novosibirsk region,11
54620,54621,72,19776.443678516436,1,6,Moscow,11
54621,54622,8,1036.4985586856592,0,1,Moscow region,13
54622,54623,72,19776.443678516436,1,10,Leningrad region,11
54623,54624,34,1835.1835368623247,0,4,Sverdlovsk region,5
54624,54625,78,428.5518808724182,0,5,Novosibirsk region,13
54625,54626,56,2852.9518771096864,0,2,Moscow,8
54626,54627,42,271.9352393966777,0,2,Moscow region,3
54627,54628,47,1582.5156202485107,0,3,Leningrad region,1
54628,54629,35,1123.91035220221,0,4,Sverdlovsk region,7
54629,54630,96,2936.6833128395147,0,6,Novosibirsk region,14
54630,54631,52,2884.931130543534,0,6,Moscow,13
54631,54632,24,11057.415949130127,1,5,Moscow region,11
54632,54633,44,5984.022234825102,1,9,Leningrad region,2
54633,54634,64,8203.568153534587,1,5,Sverdlovsk region,2
54634,54635,80,2841.394938277023,0,4,Novosibirsk region,11
54635,54636,76,3479.8189685617717,0,1,Moscow,7
54636,54637,51,2626.6788336699783,0,6,Moscow region,1
54637,54638,86,103.47277643616286,0,6,Leningrad region,2
54638,54639,77,16405.18138236295,1,5,Sverdlovsk region,2
54639,54640,47,1582.5156202485107,0,3,Novosibirsk region,10
54640,54641,24,11057.415949130127,1,10,Moscow,7
54641,54642,98,796.1216275524662,0,2,Moscow region,14
54642,54643,33,4806.03792245232,1,7,Leningrad region,11
54643,54644,63,301.48130882130977,0,1,Sverdlovsk region,4
54644,54645,14,1056.0474726593802,0,2,Novosibirsk region,12
54645,54646,48,1283.356059749658,0,2,Moscow,9
54646,54647,46,6284.403882827816,1,3,Moscow region,7
54647,54648,15,299.79442682160163,0,3,Leningrad region,2
54648,54649,24,11057.415949130127,1,6,Sverdlovsk region,9
54649,54650,71,12846.124526546275,1,8,Novosibirsk region,2
54650,54651,36,260.2967766012207,0,5,Moscow,7
54651,54652,12,2679.543413943801,0,1,Moscow region,9
54652,54653,71,12846.124526546275,1,9,Leningrad region,3
54653,54654,3,1259.5067823665365,0,1,Sverdlovsk region,11
54654,54655,58,8681.774695722743,1,8,Novosibirsk region,14
54655,54656,11,166.04204426548068,0,2,Moscow,5
54656,54657,47,1582.5156202485107,0,1,Moscow region,5
54657,54658,26,1033.141893562235,0,6,Leningrad region,14
54658,54659,34,1835.1835368623247,0,3,Sverdlovsk region,9
54659,54660,42,271.9352393966777,0,1,Novosibirsk region,1
54660,54661,25,8267.099390506328,1,5,Moscow,8
54661,54662,30,3098.325990666074,0,6,Moscow region,5
54662,54663,14,1056.0474726593802,0,5,Leningrad region,13
54663,54664,27,995.4748195382215,0,1,Sverdlovsk region,3
54664,54665,11,166.04204426548068,0,5,Novosibirsk region,13
54665,54666,71,12846.124526546275,1,9,Moscow,5
54666,54667,37,1253.1144914416623,0,1,Moscow region,3
54667,54668,85,5357.659968395543,1,4,Leningrad region,2
54668,54669,9,4944.032213587976,1,10,Sverdlovsk region,3
54669,54670,59,1113.7181271920028,0,2,Novosibirsk region,12
54670,54671,40,16862.020253670034,1,10,Moscow,6
54671,54672,63,301.48130882130977,0,3,Moscow region,1
54672,54673,48,1283.356059749658,0,2,Leningrad region,10
54673,54674,71,12846.124526546275,1,3,Sverdlovsk region,1
54674,54675,42,271.9352393966777,0,4,Novosibirsk region,1
54675,54676,97,8363.97247601507,1,3,Moscow,1
54676,54677,60,3209.275411902527,0,2,Moscow region,5
54677,54678,74,15803.664670503786,1,9,Leningrad region,14
54678,54679,38,11061.179429889095,1,7,Sverdlovsk region,11
54679,54680,81,815.9342807184619,0,3,Novosibirsk region,5
54680,54681,47,1582.5156202485107,0,1,Moscow,4
54681,54682,56,2852.9518771096864,0,6,Moscow region,11
54682,54683,61,347.3315263615517,0,5,Leningrad region,5
54683,54684,83,225.93281829143814,0,1,Sverdlovsk region,14
54684,54685,19,3064.0454424424356,0,6,Novosibirsk region,1
54685,54686,47,1582.5156202485107,0,3,Moscow,9
54686,54687,8,1036.4985586856592,0,2,Moscow region,13
54687,54688,70,5898.278813520219,1,5,Leningrad region,9
54688,54689,57,1250.7300733236812,0,4,Sverdlovsk region,1
54689,54690,47,1582.5156202485107,0,1,Novosibirsk region,10
54690,54691,41,956.7395900644001,0,3,Moscow,14
54691,54692,86,103.47277643616286,0,2,Moscow region,3
54692,54693,21,116.635777911937,0,4,Leningrad region,12
54693,54694,98,796.1216275524662,0,4,Sverdlovsk region,6
54694,54695,55,357.57227259671777,0,4,Novosibirsk region,7
54695,54696,72,19776.443678516436,1,10,Moscow,12
54696,54697,62,11932.268584253756,1,7,Moscow region,5
54697,54698,31,683.0752997378595,0,3,Leningrad region,14
54698,54699,82,1729.5199502744192,0,4,Sverdlovsk region,13
54699,54700,3,1259.5067823665365,0,5,Novosibirsk region,2
54700,54701,95,10055.732465470695,1,7,Moscow,7
54701,54702,76,3479.8189685617717,0,2,Moscow region,14
54702,54703,43,4529.601785201896,1,4,Leningrad region,11
54703,54704,96,2936.6833128395147,0,3,Sverdlovsk region,2
54704,54705,81,815.9342807184619,0,6,Novosibirsk region,12
54705,54706,10,930.2902909719237,0,3,Moscow,13
54706,54707,72,19776.443678516436,1,10,Moscow region,7
54707,54708,77,16405.18138236295,1,5,Leningrad region,8
54708,54709,87,3288.7307590781784,0,3,Sverdlovsk region,4
54709,54710,53,20608.7700299446,1,4,Novosibirsk region,10
54710,54711,69,1180.2669251895509,0,4,Moscow,1
54711,54712,80,2841.394938277023,0,5,Moscow region,8
54712,54713,71,12846.124526546275,1,4,Leningrad region,4
54713,54714,76,3479.8189685617717,0,2,Sverdlovsk region,7
54714,54715,73,604.0496269970082,0,4,Novosibirsk region,1
54715,54716,83,225.93281829143814,0,5,Moscow,14
54716,54717,12,2679.543413943801,0,3,Moscow region,5
54717,54718,63,301.48130882130977,0,5,Leningrad region,3
54718,54719,34,1835.1835368623247,0,1,Sverdlovsk region,12
54719,54720,59,1113.7181271920028,0,2,Novosibirsk region,10
54720,54721,96,2936.6833128395147,0,4,Moscow,6
54721,54722,65,201.01729424773487,0,3,Moscow region,11
54722,54723,95,10055.732465470695,1,4,Leningrad region,11
54723,54724,8,1036.4985586856592,0,5,Sverdlovsk region,12
54724,54725,6,312.3670604397639,0,1,Novosibirsk region,1
54725,54726,92,837.3007368437757,0,2,Moscow,3
54726,54727,99,1017.402259832958,0,5,Moscow region,2
54727,54728,90,4111.041882085058,1,6,Leningrad region,6
54728,54729,83,225.93281829143814,0,2,Sverdlovsk region,8
54729,54730,98,796.1216275524662,0,2,Novosibirsk region,14
54730,54731,69,1180.2669251895509,0,2,Moscow,9
54731,54732,45,4712.86138473949,1,7,Moscow region,8
54732,54733,51,2626.6788336699783,0,3,Leningrad region,4
54733,54734,20,868.5765842056575,0,2,Sverdlovsk region,12
54734,54735,16,5771.883307906414,1,5,Novosibirsk region,9
54735,54736,71,12846.124526546275,1,10,Moscow,5
54736,54737,52,2884.931130543534,0,1,Moscow region,1
54737,54738,13,3820.9618394109816,1,8,Leningrad region,12
54738,54739,19,3064.0454424424356,0,3,Sverdlovsk region,6
54739,54740,77,16405.18138236295,1,7,Novosibirsk region,2
54740,54741,17,1507.195900611043,0,4,Moscow,9
54741,54742,32,1664.396055731571,0,2,Moscow region,7
54742,54743,30,3098.325990666074,0,5,Leningrad region,1
54743,54744,55,357.57227259671777,0,4,Sverdlovsk region,2
54744,54745,36,260.2967766012207,0,2,Novosibirsk region,4
54745,54746,55,357.57227259671777,0,6,Moscow,11
54746,54747,9,4944.032213587976,1,3,Moscow region,11
54747,54748,2,3351.826048509307,0,3,Leningrad region,2
54748,54749,52,2884.931130543534,0,6,Sverdlovsk region,12
54749,54750,50,7574.6620600965925,1,10,Novosibirsk region,1
54750,54751,22,8658.54681068168,1,9,Moscow,11
54751,54752,42,271.9352393966777,0,1,Moscow region,10
54752,54753,18,9425.1432212045,1,4,Leningrad region,8
54753,54754,63,301.48130882130977,0,5,Sverdlovsk region,9
54754,54755,47,1582.5156202485107,0,5,Novosibirsk region,9
54755,54756,86,103.47277643616286,0,2,Moscow,9
54756,54757,10,930.2902909719237,0,3,Moscow region,7
54757,54758,38,11061.179429889095,1,6,Leningrad region,5
54758,54759,80,2841.394938277023,0,4,Sverdlovsk region,4
54759,54760,69,1180.2669251895509,0,3,Novosibirsk region,9
54760,54761,99,1017.402259832958,0,6,Moscow,13
54761,54762,87,3288.7307590781784,0,1,Moscow region,9
54762,54763,54,131.76052473491197,0,5,Leningrad region,2
54763,54764,66,1510.729934348859,0,4,Sverdlovsk region,10
